model,method,fold,generation_id,prompt_id,ast_status,ast_error,code_sha256,archived_code_block_match,ast_import_count,mapper_input,mapper_output,original_valid,original_hallucinated
deepseekcoder,BOUND,D,2941__repeat_4,2941,parse_failure,SyntaxError,7716b89dfcc0f97facbf3ead58c08202332636c24d53c9937ab604858570a191,True,0,[],[],[],[]
deepseekcoder,BOUND,D,2941__repeat_5,2941,ast_ok,,ce9dd486daf8a991a20d9c902709f9ac38cc4f646e56babfea8583082a51b8bb,True,2,"[""json"", ""requests""]","[""requests""]","[""requests""]",[]
deepseekcoder,BOUND,D,1424__repeat_1,1424,ast_ok,,4df74b929500911bbde8c702689329a17f780f6031ade4170f2e2dfb17cd2a04,True,4,"[""pyspark"", ""pyspark_h3""]","[""pyspark"", ""pyspark-h3""]","[""pyspark""]","[""pyspark-h3""]"
deepseekcoder,BOUND,D,1424__repeat_2,1424,ast_ok,,915960fe11d848a7aad06ac5827443c0f9f503dd88b0a280883c56364ccabb6f,True,3,"[""pyspark""]","[""pyspark""]","[""pyspark""]",[]
deepseekcoder,BOUND,D,1424__repeat_3,1424,ast_ok,,eb8166d91e088c9db44d5779a7cba2702d6e805815793197c49b20a8c0865f63,True,6,"[""geospark"", ""h3"", ""pyspark""]","[""geospark"", ""h3"", ""pyspark""]","[""geospark"", ""h3"", ""pyspark""]",[]
deepseekcoder,BOUND,D,1424__repeat_4,1424,ast_ok,,93ccdf42a9579613ab349ac5ca73c37d336a986677bd5e778cef1bfe3e096a84,True,3,"[""pyspark""]","[""pyspark""]","[""pyspark""]",[]
deepseekcoder,BOUND,D,1424__repeat_5,1424,ast_ok,,75cde971812d420ebba45b891ed66db29aa02165ca2cf56b6ad894d37d5f4f19,True,6,"[""geopandas"", ""pyspark"", ""shapely""]","[""geopandas"", ""pyspark"", ""shapely""]","[""geopandas"", ""pyspark"", ""shapely""]",[]
deepseekcoder,BOUND,D,1366__repeat_1,1366,ast_ok,,a9ae1ae7f83a2ea0e794a7b8a122ddb20dc05201d04301d7a96823508d2884c1,True,1,"[""dxpy""]","[""dxpy""]","[""dxpy""]",[]
deepseekcoder,BOUND,D,1366__repeat_2,1366,ast_ok,,3bbd6bcde30e984e38245c0ad9318ff5338305ecbde01ce9c267956aa97683ef,True,2,"[""dxpy""]","[""dxpy""]","[""dxpy""]",[]
deepseekcoder,BOUND,D,1366__repeat_3,1366,ast_ok,,624218fec30af53bcb433278d7fceb7c68f33ceb18f1e8cccf45a79594b645e7,True,1,"[""dxpy""]","[""dxpy""]","[""dxpy""]",[]
deepseekcoder,BOUND,D,1366__repeat_4,1366,ast_ok,,b1f55c852ecb11614c1c014f498f1590cc00320178f40cf1c4182f0b35989305,True,1,"[""dxpy""]","[""dxpy""]","[""dxpy""]",[]
deepseekcoder,BOUND,D,1366__repeat_5,1366,ast_ok,,f4106b0b3597032429123843b6eba8ccf16847a128d8e9bc154b244a5ec08457,True,2,"[""dxpy""]","[""dxpy""]","[""dxpy""]",[]
deepseekcoder,BOUND,D,1981__repeat_1,1981,ast_ok,,099b1efeb5329217aa3e48f09e25c38db0e2aed5a69023ccec6717a07189fe28,True,2,"[""slack_sdk""]","[""slack-sdk""]","[""slack-sdk""]",[]
deepseekcoder,BOUND,D,1981__repeat_2,1981,ast_ok,,f8382b9ec473383769a5180a5943417157acc9c78938fae4898f13ee2659c76e,True,2,"[""slack_sdk""]","[""slack-sdk""]","[""slack-sdk""]",[]
deepseekcoder,BOUND,D,1981__repeat_3,1981,ast_ok,,5cdf35440af0b91dceac7a8d9510a027ea0d2e8249eb95235155ac5aadcf79fe,True,2,"[""slack_sdk""]","[""slack-sdk""]","[""slack-sdk""]",[]
deepseekcoder,BOUND,D,1981__repeat_4,1981,ast_ok,,3fafbac0df42af9c8c75c24ce3604e8cf9b662f913352000313a6c956c3b1ce4,True,3,"[""django"", ""slack_sdk""]","[""django"", ""slackclient""]","[""django"", ""slackclient""]",[]
deepseekcoder,BOUND,D,1981__repeat_5,1981,ast_ok,,9cf6f31356be0413783563ab52a1f716c7e40f17d3c0b5b5eacec7f3fdd2f9fc,True,3,"[""os"", ""slack_sdk""]","[""slack-sdk""]","[""slack-sdk""]",[]
deepseekcoder,BOUND,D,1085__repeat_1,1085,parse_failure,SyntaxError,3ec4214380d9b1627f7f0d64e661011401becae0c9951017d70c961d9d867851,True,0,"[""mkdocs""]","[""mkdocs""]","[""mkdocs""]",[]
deepseekcoder,BOUND,D,1085__repeat_2,1085,parse_failure,SyntaxError,74b512fb1aff4ba09969aa031eec4e57b8641dc7fbc55de03a1ded1b8da45047,True,0,"[""mkdocs"", ""re"", ""subprocess""]","[""mkdocs""]","[""mkdocs""]",[]
deepseekcoder,BOUND,D,1085__repeat_3,1085,parse_failure,SyntaxError,f3bc2fca6dc6a729c9f539b1466b3523447377e4b8c4c38457519f5ab9a50bae,True,0,"[""graphviz"", ""markdown"", ""mkdocs"", ""os"", ""subprocess""]","[""graphviz"", ""markdown"", ""mkdocs""]","[""graphviz"", ""markdown"", ""mkdocs""]",[]
deepseekcoder,BOUND,D,1085__repeat_4,1085,parse_failure,SyntaxError,005895ee9b40b931ccbe504a045d1406d1476d295a3287b2df599f9ab87c925a,True,0,"[""mkdocs"", ""os"", ""re"", ""subprocess""]","[""mkdocs""]","[""mkdocs""]",[]
deepseekcoder,BOUND,D,1085__repeat_5,1085,parse_failure,SyntaxError,47a9583191006446e59a10c21bd13523bc52dfbb5b2648e2d0f28f28001186c0,True,0,"[""mkdocs"", ""os"", ""subprocess""]","[""mkdocs""]","[""mkdocs""]",[]
deepseekcoder,BOUND,D,4720__repeat_1,4720,ast_ok,,70b21ccab32ecfe0cfce6a0aedbadd430f1ed6849cd02a44cd87554049e0907a,True,4,"[""pyats""]","[""pyats""]","[""pyats""]",[]
deepseekcoder,BOUND,D,4720__repeat_2,4720,ast_ok,,342eaf84aa0b14220b658498ffefa50b9922cb86ce83392d0435a40426d155f7,True,6,"[""pyats""]","[""pyats""]","[""pyats""]",[]
deepseekcoder,BOUND,D,4720__repeat_3,4720,ast_ok,,2a1b4d44e40b548a1c15029ad93be0a061558276a839f44f2c9811e8047bd294,True,4,"[""pyats""]","[""pyats""]","[""pyats""]",[]
deepseekcoder,BOUND,D,4720__repeat_4,4720,ast_ok,,acd7b890caddff7ac911eeb02135d2db714637b2610c2777b12edfa32932afc1,True,1,"[""requests""]","[""requests""]","[""requests""]",[]
deepseekcoder,BOUND,D,4720__repeat_5,4720,parse_failure,SyntaxError,b4c4a790534fa02de3c747d815e1a4269ca9bb32b7c2e33a75bc54437afbb967,True,0,[],[],[],[]
deepseekcoder,BOUND,D,2609__repeat_1,2609,ast_ok,,18e495da2ff2e3eed0bd728f7e88f6ec06819b08fcd90adc36d3adeca794fb4d,True,3,"[""kafka"", ""retrying""]","[""kafka-python"", ""tenacity""]","[""kafka-python"", ""tenacity""]",[]
deepseekcoder,BOUND,D,2609__repeat_2,2609,parse_failure,SyntaxError,8afabdbfb81c1c1d10886d698e695c58dbe37efef0ae4425a5508992e8a5c55c,True,0,"[""kafka"", ""retrying""]","[""confluent-kafka"", ""tenacity""]","[""confluent-kafka"", ""tenacity""]",[]
deepseekcoder,BOUND,D,2609__repeat_3,2609,ast_ok,,6e803c390befe6d045cea3567948929499d4e88ec41445f9f3b02b4698930965,True,3,"[""kafka"", ""retrying""]","[""kafka-python"", ""wrapt""]","[""kafka-python"", ""wrapt""]",[]
deepseekcoder,BOUND,D,2609__repeat_4,2609,ast_ok,,eea734936a9bece98b42929989a23129f8e9ff47342ddaa7ba73203cf75c563a,True,3,"[""kafka"", ""tenacity""]","[""kafka-python"", ""tenacity""]","[""kafka-python"", ""tenacity""]",[]
deepseekcoder,BOUND,D,2609__repeat_5,2609,parse_failure,SyntaxError,52de42516648691b8a7ee1e3ecbcabec4837d06c4487f945c6375b8c0438bf3d,True,0,"[""json"", ""kafka""]","[""kafka-python""]","[""kafka-python""]",[]
deepseekcoder,BOUND,D,4525__repeat_1,4525,ast_ok,,96d31da816610dec8a3c6eeecc052bcfaf16e35db417dcab18cee90b5cb60bd0,True,2,"[""rosbag"", ""rospy""]","[""rospy""]",[],"[""rospy""]"
deepseekcoder,BOUND,D,4525__repeat_2,4525,ast_ok,,d15cbf24947808a501608e3da76025ca00006e41919f308fd5376145ff229335,True,3,"[""rosbag"", ""rospy""]","[""rosbag"", ""rospy""]",[],"[""rosbag"", ""rospy""]"
deepseekcoder,BOUND,D,4525__repeat_3,4525,ast_ok,,69d8c28161fb6c2b012b373638b93e7ed2b22ebfe10033842080414a313e7144,True,2,"[""rosbag"", ""roslib""]","[""rospkg""]","[""rospkg""]",[]
deepseekcoder,BOUND,D,4525__repeat_4,4525,ast_ok,,bfe5580cae736195018732c406f37cdf61ee24262b86caa61a20f217c8e5a6a4,True,2,"[""rosbag"", ""roslib""]",[],[],[]
deepseekcoder,BOUND,D,4525__repeat_5,4525,ast_ok,,dc46d3b4a3de9f90ada7402268e9c198f7c68e500dbc0484117961dd515e5479,True,2,"[""rosbag"", ""rospy""]","[""rospy""]",[],"[""rospy""]"
deepseekcoder,BOUND,D,682__repeat_1,682,ast_ok,,4555775cf51bf58593354d888369d905e444fe58608186fdf49f32856f277255,True,2,"[""RPi"", ""time""]",[],[],[]
deepseekcoder,BOUND,D,682__repeat_2,682,ast_ok,,0e6ec8cf6055a03c2d8b455a928f99d1f7c75cf5881c61d645258765be780738,True,2,"[""RPi"", ""time""]","[""rpi-gpio""]","[""rpi-gpio""]",[]
deepseekcoder,BOUND,D,682__repeat_3,682,ast_ok,,5375a5cfce945a601f16672ac767ecc0068e13850deded80c4e1aed0c314a1dd,True,2,"[""RPi"", ""time""]","[""rpi-gpio""]","[""rpi-gpio""]",[]
deepseekcoder,BOUND,D,682__repeat_4,682,ast_ok,,240d00ae53f452090a0dc27dcdaa774576d5fbdec7ab566899ffa445c39ea21a,True,2,"[""RPi"", ""time""]","[""rpi-gpio""]","[""rpi-gpio""]",[]
deepseekcoder,BOUND,D,682__repeat_5,682,ast_ok,,6830a772b613fc8b9de0e0915445c64d359447b93e94056b297fecab678d32b6,True,2,"[""RPi"", ""time""]","[""rpi-gpio""]","[""rpi-gpio""]",[]
deepseekcoder,BOUND,D,2939__repeat_1,2939,ast_ok,,7733266439fa347265bafc09a666671ccc1b0a700a06dbdd55d05524789a210f,True,9,"[""google""]","[""google-api-python-client""]","[""google-api-python-client""]",[]
deepseekcoder,BOUND,D,2939__repeat_2,2939,parse_failure,SyntaxError,c3be85449f029b067057fc42e066f642ddeadc4e84fd82a025aec9bca3016f9d,True,0,"[""google""]","[""google-api-python-client""]","[""google-api-python-client""]",[]
deepseekcoder,BOUND,D,2939__repeat_3,2939,parse_failure,SyntaxError,0a25ed11ce2485884d8e6ed50e88f79270cc968681f6734e61de0c0ff10587cf,True,0,"[""google""]","[""google-api-python-client"", ""google-auth"", ""google-auth-httplib2"", ""google-auth-oauthlib""]","[""google-api-python-client"", ""google-auth"", ""google-auth-httplib2"", ""google-auth-oauthlib""]",[]
deepseekcoder,BOUND,D,2939__repeat_4,2939,ast_ok,,16bd559706337c0e402b11108f3212f6f41db5f55722028349adfe0b687ecb91,True,4,"[""google""]","[""google-api-python-client""]","[""google-api-python-client""]",[]
deepseekcoder,BOUND,D,2939__repeat_5,2939,ast_ok,,12e923df6cf0cc540aebce0aa6ed5bf60333c36cdac39612c541b62844a6f41d,True,4,"[""google""]","[""google-api-python-client""]","[""google-api-python-client""]",[]
deepseekcoder,BOUND,D,88__repeat_1,88,ast_ok,,8cc3e04ad58940fa519b51d16e542eca202c648b8663626e9b464900eb8d5f12,True,4,"[""opentelemetry""]","[""opentelemetry""]",[],"[""opentelemetry""]"
deepseekcoder,BOUND,D,88__repeat_2,88,ast_ok,,beade00e366f165118690a18ba108473e825e6080f419186cf181e4780559453,True,5,"[""opentelemetry""]","[""opentelemetry""]",[],"[""opentelemetry""]"
deepseekcoder,BOUND,D,88__repeat_3,88,ast_ok,,011525da8a2e5217f79a15ca8c65deda1ef9acaa715cb317534a724c297ed4c3,True,5,"[""opentelemetry""]","[""opentelemetry""]",[],"[""opentelemetry""]"
deepseekcoder,BOUND,D,88__repeat_4,88,ast_ok,,06ba7f20057a148a71b625cbd0e868831512162e48f20475cf3092d90276199f,True,5,"[""opentelemetry""]","[""opentelemetry""]",[],"[""opentelemetry""]"
deepseekcoder,BOUND,D,88__repeat_5,88,ast_ok,,9dd046aa9f5858076f9a6942aa04f063778883ad46bf7e6f96fda89cdb89613d,True,4,"[""opentelemetry""]","[""opentelemetry""]",[],"[""opentelemetry""]"
deepseekcoder,BOUND,D,1871__repeat_1,1871,ast_ok,,f1976190649ddcfe1c16d355ff114506aa44e64fd5fa3843f0204498c222dcdf,True,2,"[""google""]","[""google-api-python-client""]","[""google-api-python-client""]",[]
deepseekcoder,BOUND,D,1871__repeat_2,1871,ast_ok,,e7f8ba8d8acb66fc8cc1a5a0f9b93e007da67d893e993eb57ddd856300ea0257,True,5,"[""google""]","[""google-api-python-client"", ""google-auth"", ""google-auth-httplib2"", ""google-auth-oauthlib""]","[""google-api-python-client"", ""google-auth"", ""google-auth-httplib2"", ""google-auth-oauthlib""]",[]
deepseekcoder,BOUND,D,1871__repeat_3,1871,ast_ok,,47dd3383a6300c138dea89b08d535ba3853b3ff79c507565fa566d87d0ebb2bb,True,4,"[""google"", ""google_auth_oauthlib""]","[""google-auth"", ""google-auth-oauthlib""]","[""google-auth"", ""google-auth-oauthlib""]",[]
deepseekcoder,BOUND,D,1871__repeat_4,1871,ast_ok,,e97068f07730d8c5c1182b738e4793e4895d5ea2a71d0136fe4080a4f8fbd274,True,1,"[""requests""]","[""requests""]","[""requests""]",[]
deepseekcoder,BOUND,D,1871__repeat_5,1871,ast_ok,,09069ed2cbe153ae0f62e9d0ec9836c09f1c1d49e58fa71aa4ddac16c16a41e5,True,2,"[""google""]","[""google-api-python-client""]","[""google-api-python-client""]",[]
deepseekcoder,BOUND,D,4863__repeat_1,4863,ast_ok,,8593e544443e10467494dec56d294fca799d23679ef0ba0e4793a2114211f131,True,6,"[""tencentcloud""]","[""tencentcloud-sdk-python""]","[""tencentcloud-sdk-python""]",[]
deepseekcoder,BOUND,D,4863__repeat_2,4863,ast_ok,,4d6f442f525ebfdf012893d05dfeee7ebc0fe40e5fc55cf7c44027cb8595b12f,True,6,"[""tencentcloud""]","[""tencent-sdk-python""]",[],"[""tencent-sdk-python""]"
deepseekcoder,BOUND,D,4863__repeat_3,4863,ast_ok,,cb24bcb20ca3687c0af86fd8ce9a02d5cc2acfd1692c8e20d68a78b552254713,True,2,"[""json"", ""tencentcloud""]","[""tencentcloud""]",[],"[""tencentcloud""]"
deepseekcoder,BOUND,D,4863__repeat_4,4863,ast_ok,,bd60633329a933ed5be0f1384906a8ec9a114bff591552203256b46dac5ec13a,True,4,"[""tencentcloud""]","[""tencentcloud-sdk-python""]","[""tencentcloud-sdk-python""]",[]
deepseekcoder,BOUND,D,4863__repeat_5,4863,parse_failure,SyntaxError,d0957bd3e120ad1387d4608a1449d1c8b5ba8424cb3acba91c3c2c371d4f8b89,True,0,"[""tencentcloud""]","[""tencent-cloud-sdk-python""]",[],"[""tencent-cloud-sdk-python""]"
deepseekcoder,BOUND,D,4809__repeat_1,4809,ast_ok,,f26cc5f7a62da463cbdaa4e46c779be8753ec531d9edde17c584d128613766ce,True,6,"[""dbt"", ""pytest""]","[""dbt-core"", ""pytest""]","[""dbt-core"", ""pytest""]",[]
deepseekcoder,BOUND,D,4809__repeat_2,4809,ast_ok,,a3a7317c2bda474ee6a38ebf4fc62dc6ff10597c1c0aa980f3bec673ab66b6fc,True,3,"[""dbt"", ""pydanny"", ""subprocess""]","[""dbt"", ""pydanny""]","[""dbt""]","[""pydanny""]"
deepseekcoder,BOUND,D,4809__repeat_3,4809,ast_ok,,2d73e090d625a597db4ddd4ce733b3f8ab731e007a9a499ee8086fe48d459606,True,3,"[""os"", ""shutil"", ""subprocess""]",[],[],[]
deepseekcoder,BOUND,D,4809__repeat_4,4809,ast_ok,,a65d144e944fef4acf6cbefdb2d9f60bc698d06a4f0e7fb27903b356396b1979,True,3,"[""pydanny"", ""pytest""]","[""pydanny"", ""pytest""]","[""pytest""]","[""pydanny""]"
deepseekcoder,BOUND,D,4809__repeat_5,4809,ast_ok,,7dd4dc0631418dbb01bf9ab18a79120f146148425c3655f8a1c17353c43a9280,True,2,"[""os"", ""subprocess""]",[],[],[]
deepseekcoder,BOUND,D,3994__repeat_1,3994,ast_ok,,e0a7f1f75f291a02449521bf4d48e7a9d4794330f5e243a0d80a533046cb5f27,True,2,"[""flake8"", ""subprocess""]","[""flake8""]","[""flake8""]",[]
deepseekcoder,BOUND,D,3994__repeat_2,3994,ast_ok,,be7d68fe3cd2be4633ff72958360dd76db977c0109fc82178fdb6068c754a962,True,1,"[""flake8""]","[""flake8""]","[""flake8""]",[]
deepseekcoder,BOUND,D,3994__repeat_3,3994,ast_ok,,ea43998401e64c27d17d7694e79b90e3d74ccc312f316a2efd8f7cf03c7b1d48,True,2,"[""os"", ""subprocess""]",[],[],[]
deepseekcoder,BOUND,D,3994__repeat_4,3994,ast_ok,,607cc144c68322ec28fb6ee8db195490150a4ee49f9ca4cc2a4b7d09105531dc,True,2,"[""os"", ""subprocess""]",[],[],[]
deepseekcoder,BOUND,D,3994__repeat_5,3994,ast_ok,,84ba55d6cc2a6bf26c2be23c4b4044e57d31c45fcec6cbcaf875c3791a546256,True,1,"[""flake8""]","[""flake8""]","[""flake8""]",[]
deepseekcoder,BOUND,D,1217__repeat_1,1217,ast_ok,,5d026fefd3906d981c3ffc521c268e0972187c751a01e615b8340c76f56a1311,True,4,"[""selenium"", ""webdriver_manager""]","[""selenium"", ""webdriver-manager""]","[""selenium"", ""webdriver-manager""]",[]
deepseekcoder,BOUND,D,1217__repeat_2,1217,ast_ok,,68f0b8c6714ba2f9b0e2556ed513352a9d90e6aa44cbbccbfe6656c53ccf5777,True,3,"[""selenium"", ""webdriver_manager""]","[""selenium"", ""webdriver-manager""]","[""selenium"", ""webdriver-manager""]",[]
deepseekcoder,BOUND,D,1217__repeat_3,1217,ast_ok,,c08462c29b3e31907cb62fc4ccaa9dfe79adb76632410ea84d56b48a92ea03a1,True,3,"[""selenium"", ""webdriver_manager""]","[""selenium"", ""webdriver-manager""]","[""selenium"", ""webdriver-manager""]",[]
deepseekcoder,BOUND,D,1217__repeat_4,1217,ast_ok,,806402c30ea7a8e240644c2ee33de1d725c9c223e4e51d9c86f23befd6e74560,True,3,"[""selenium"", ""webdriver_manager""]","[""selenium"", ""webdriver-manager""]","[""selenium"", ""webdriver-manager""]",[]
deepseekcoder,BOUND,D,1217__repeat_5,1217,ast_ok,,496dcbb1f84615177a2d2024df15fcbd13861bb641e1b98b0aed046e6971a637,True,3,"[""selenium"", ""webdriver_manager""]","[""selenium"", ""webdriver-manager""]","[""selenium"", ""webdriver-manager""]",[]
deepseekcoder,BOUND,D,1293__repeat_1,1293,ast_ok,,df826e71a25de6dcf41877f5dd123b9e240de26043d2a6f8c22699fa386f045b,True,2,"[""gmpy2""]","[""gmpy2""]","[""gmpy2""]",[]
deepseekcoder,BOUND,D,1293__repeat_2,1293,ast_ok,,9992930b2f3a0b5011f2f821c4a53b5b4c04dcbb2d5e8ba66c1c363af8055e6a,True,1,"[""gmpy2""]","[""gmpy2""]","[""gmpy2""]",[]
deepseekcoder,BOUND,D,1293__repeat_3,1293,parse_failure,SyntaxError,ef662708bf33de6acdbaa80c7347ad1c5e61d9f5774b28177f0c042114cc75d6,True,0,"[""gmpy2""]","[""gmpy2""]","[""gmpy2""]",[]
deepseekcoder,BOUND,D,1293__repeat_4,1293,ast_ok,,39de429ae1c8b6682f4a2660b1811f72d1a0061f3d74acaeeb6f7231263c7292,True,1,"[""gmpy2""]","[""gmpy2""]","[""gmpy2""]",[]
deepseekcoder,BOUND,D,1293__repeat_5,1293,ast_ok,,c673d263302a4e47770dcde42eeb68be58f94d68bebf70fdeb9f436c56b39354,True,1,"[""gmpy2""]","[""gmpy2""]","[""gmpy2""]",[]
deepseekcoder,BOUND,D,241__repeat_1,241,ast_ok,,71091b2b25a964b8c3b6f954a2e386063bf9c60a38909a9567cc5210348a4423,True,3,"[""fastapi"", ""fastapi_prometheus"", ""prometheus_client""]","[""fastapi"", ""fastapi-prometheus"", ""prometheus-client""]","[""fastapi"", ""prometheus-client""]","[""fastapi-prometheus""]"
deepseekcoder,BOUND,D,241__repeat_2,241,ast_ok,,331376718f4c301e158a313597cea4b6753cae8db7d0a34a48c277be066452e1,True,3,"[""fastapi"", ""fastapi_prometheus"", ""prometheus_client""]","[""fastapi"", ""fastapi-prometheus"", ""prometheus-client""]","[""fastapi"", ""prometheus-client""]","[""fastapi-prometheus""]"
deepseekcoder,BOUND,D,241__repeat_3,241,ast_ok,,767931b4a34dcd7d0e92ac5c06496faa80dccdd24e234f3f18c08c28e7ad65db,True,3,"[""fastapi"", ""fastapi_prometheus"", ""prometheus_client""]","[""fastapi"", ""fastapi-prometheus"", ""prometheus-client""]","[""fastapi"", ""prometheus-client""]","[""fastapi-prometheus""]"
deepseekcoder,BOUND,D,241__repeat_4,241,ast_ok,,b5c1fa198f0ab308835740d84689df784f1cb29d74163e2fba08b1571d21e75c,True,9,"[""fastapi"", ""fastapi_prometheus"", ""prometheus_client"", ""starlette""]","[""fastapi"", ""fastapi-prometheus"", ""prometheus-client"", ""starlette""]","[""fastapi"", ""prometheus-client"", ""starlette""]","[""fastapi-prometheus""]"
deepseekcoder,BOUND,D,241__repeat_5,241,ast_ok,,fefdd71deaf1b8cc23ed0d30090b43e66891c8fccacc738a349aa42459579e09,True,6,"[""fastapi"", ""fastapi_prometheus"", ""prometheus_client"", ""starlette"", ""uvicorn""]","[""fastapi"", ""fastapi-prometheus"", ""prometheus-client"", ""starlette"", ""uvicorn""]","[""fastapi"", ""prometheus-client"", ""starlette"", ""uvicorn""]","[""fastapi-prometheus""]"
deepseekcoder,BOUND,D,3916__repeat_1,3916,parse_failure,SyntaxError,7ee8c37e727111507d3cd412c82b0191840514a1632f2c26afb9700c20a801e8,True,0,[],[],[],[]
deepseekcoder,BOUND,D,3916__repeat_2,3916,ast_ok,,aa0446af7ceadb347d7d1a6dd9ae4704a87dd10ab6cc4f4f31d5c48ae129109b,True,0,[],[],[],[]
deepseekcoder,BOUND,D,3916__repeat_3,3916,ast_ok,,b1dcd3dca341e9feac68ae6562093641998543ff0a24774956a5e1a07af011d1,True,1,"[""pwa""]","[""pypiwin32""]","[""pypiwin32""]",[]
deepseekcoder,BOUND,D,3916__repeat_4,3916,parse_failure,SyntaxError,b730dd0aea94ab70737d9815ec56f8dc85bb31f92ea89d3920ff41a9f3349dd0,True,0,[],[],[],[]
deepseekcoder,BOUND,D,3916__repeat_5,3916,ast_ok,,194b1e87fc19e357d16a003f58c04b95ec366eb4cfbc906fa3b87f385c6961e5,True,0,[],[],[],[]
deepseekcoder,BOUND,D,4659__repeat_1,4659,ast_ok,,b2edd921422da6a57515b6d603ffc17905a3d1d4260d21e50d081d97cbe03520,True,5,"[""cv2"", ""numpy"", ""scipy"", ""torch"", ""torchvision""]","[""numpy"", ""opencv-python"", ""pytorch"", ""scipy"", ""torchvision""]","[""numpy"", ""opencv-python"", ""pytorch"", ""scipy"", ""torchvision""]",[]
deepseekcoder,BOUND,D,4659__repeat_2,4659,ast_ok,,006cda5e01580ff0ebcb27dfd94dd63197af241b19637f9148944e550a717272,True,4,"[""cv2"", ""numpy"", ""scipy"", ""torch""]","[""numpy"", ""opencv-python"", ""scipy"", ""torch""]","[""numpy"", ""opencv-python"", ""scipy"", ""torch""]",[]
deepseekcoder,BOUND,D,4659__repeat_3,4659,ast_ok,,19a54f2d8b1bdd3e34c8b51bd654b90498c1bd9f037a75e3d070ecb60f583018,True,6,"[""cv2"", ""numpy"", ""scipy"", ""torch""]","[""numpy"", ""opencv-python"", ""scipy"", ""torch""]","[""numpy"", ""opencv-python"", ""scipy"", ""torch""]",[]
deepseekcoder,BOUND,D,4659__repeat_4,4659,ast_ok,,f3c8de04a70c5d507a5c255b88ef579131191901d8feb0057a7f6d6c14380845,True,4,"[""cv2"", ""numpy"", ""scipy"", ""torch""]","[""numpy"", ""opencv-python"", ""scipy"", ""torch""]","[""numpy"", ""opencv-python"", ""scipy"", ""torch""]",[]
deepseekcoder,BOUND,D,4659__repeat_5,4659,ast_ok,,80fc4a37c635c150b0f54ad5836661ad04c06c91986603d496e4f8238f288394,True,4,"[""cv2"", ""numpy"", ""scipy"", ""torch""]","[""numpy"", ""opencv-python"", ""scipy"", ""torch""]","[""numpy"", ""opencv-python"", ""scipy"", ""torch""]",[]
deepseekcoder,BOUND,D,84__repeat_1,84,ast_ok,,2c4fbe5c65ad0f945de029b05d73cb9062157c082ca7be51987da84798c708d6,True,1,"[""pypariql""]","[""pyparietal""]",[],"[""pyparietal""]"
deepseekcoder,BOUND,D,84__repeat_2,84,ast_ok,,d84e53316c0f29fc3fd0b055dd421edefd4b0db9a1ddf6177d6b4f3331225800,True,1,"[""pypariql""]","[""pandas"", ""pyparsing""]","[""pandas"", ""pyparsing""]",[]
deepseekcoder,BOUND,D,84__repeat_3,84,ast_ok,,e045411c5f8b40d875b6384a152d9488c6b25e3e290ab0e4793a45534c16163e,True,1,"[""pypariql""]","[""pyparietal""]",[],"[""pyparietal""]"
deepseekcoder,BOUND,D,84__repeat_4,84,ast_ok,,a949624f7ecb7bab3f72b0a20fee8ae1d61dd7d9c7aa226ed4c3b9e4d5b7b7a9,True,1,"[""pypariql""]","[""pandas"", ""sqlalchemy""]","[""pandas"", ""sqlalchemy""]",[]
deepseekcoder,BOUND,D,84__repeat_5,84,ast_ok,,fe3cbf887e7cf15123636a607287ee9736528dcfb0fc50c2700b64ea42c3589d,True,2,"[""pypariql""]","[""pandas"", ""pyparsing""]","[""pandas"", ""pyparsing""]",[]
deepseekcoder,BOUND,D,4355__repeat_1,4355,parse_failure,SyntaxError,c4605d940de35d5998a8d6f45db6cc51a04ec4d24c33d607d54b72bb9f1cd6bb,True,0,[],[],[],[]
deepseekcoder,BOUND,D,4355__repeat_2,4355,ast_ok,,f55b16cab2198395cfd8f9843f822ed71aaad269ab42ec1940152ad6d7330d66,True,5,"[""genpy"", ""os"", ""roslib"", ""std_msgs""]","[""genpy"", ""roslib"", ""std-msgs""]","[""genpy""]","[""roslib"", ""std-msgs""]"
deepseekcoder,BOUND,D,4355__repeat_3,4355,ast_ok,,b106d97a5a56b0a2573d0a1e4164c93ecfa8584ba8b2919695f12dc6a47f2785,True,2,"[""os"", ""subprocess""]",[],[],[]
deepseekcoder,BOUND,D,4355__repeat_4,4355,ast_ok,,d9cb67cae0b085da42dfdd42c388258ca119e488345ae14d2c441a4441e5516b,True,7,"[""genpy"", ""geometry_msgs"", ""os"", ""rospy"", ""std_msgs"", ""subprocess""]","[""genpy"", ""geometry-msgs"", ""rospy"", ""std-msgs""]","[""genpy""]","[""geometry-msgs"", ""rospy"", ""std-msgs""]"
deepseekcoder,BOUND,D,4355__repeat_5,4355,ast_ok,,3c7c1b22f3b5ece449450f254817c9879f07d88c1d46710a40fa6048b2917cd7,True,2,"[""genpy"", ""rospy""]","[""genpy"", ""rospy""]","[""genpy""]","[""rospy""]"
deepseekcoder,BOUND,D,2010__repeat_1,2010,parse_failure,SyntaxError,55f0b529e5998efa46c8677ab29c56ee04ebb6d500ad9e8caa4a14df08d0f91d,True,0,"[""kiota_serialization""]","[""kiota-serialization""]",[],"[""kiota-serialization""]"
