model,method,fold,generation_id,prompt_id,import_path,top_level,kind,line,extraction
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeParser,antlr4,absolute,168,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeStream,antlr4,absolute,169,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeVisitor,antlr4,absolute,170,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.Tree,antlr4,absolute,171,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeParser,antlr4,absolute,172,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeStream,antlr4,absolute,173,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeVisitor,antlr4,absolute,174,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.Tree,antlr4,absolute,175,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeParser,antlr4,absolute,176,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeStream,antlr4,absolute,177,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeVisitor,antlr4,absolute,178,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.Tree,antlr4,absolute,179,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeParser,antlr4,absolute,180,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeStream,antlr4,absolute,181,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeVisitor,antlr4,absolute,182,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.Tree,antlr4,absolute,183,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeParser,antlr4,absolute,184,partial_line_ast
qwen3,BOUND,A,2329__repeat_5,2329,antlr4.tree.TreeStream,antlr4,absolute,185,partial_line_ast
qwen3,BOUND,A,185__repeat_3,185,os,os,standard_library,1,partial_line_ast
qwen3,BOUND,A,185__repeat_3,185,pathlib,pathlib,standard_library,2,partial_line_ast
qwen3,BOUND,A,185__repeat_5,185,os,os,standard_library,3,partial_line_ast
qwen3,BOUND,A,185__repeat_5,185,sphinx,sphinx,absolute,4,partial_line_ast
qwen3,BOUND,A,185__repeat_5,185,sphinx.application,sphinx,absolute,5,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,requests,requests,absolute,3,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,json,json,standard_library,4,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,base64,base64,standard_library,5,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,getpass,getpass,standard_library,6,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,os,os,standard_library,7,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,sys,sys,standard_library,8,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,datetime,datetime,standard_library,9,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,re,re,standard_library,10,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,uuid,uuid,standard_library,11,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,time,time,standard_library,12,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,socket,socket,standard_library,13,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,threading,threading,standard_library,14,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,random,random,standard_library,15,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,string,string,standard_library,16,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,hashlib,hashlib,standard_library,17,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,logging,logging,standard_library,18,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,urllib.parse,urllib,standard_library,19,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,ssl,ssl,standard_library,20,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,21,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,22,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,23,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,24,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,25,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,26,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,27,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,28,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,29,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,30,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,31,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,32,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,33,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,34,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,35,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,36,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,37,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,38,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,39,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,40,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,41,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,42,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,43,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,44,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,45,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,46,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,47,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,48,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,49,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,50,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,51,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,52,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,53,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,54,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,55,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,56,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,57,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,58,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,59,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,60,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,61,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,62,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,63,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,64,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,65,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,66,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,67,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,68,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,69,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,70,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,71,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,72,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,73,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,74,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,75,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,76,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,77,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,78,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,79,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,80,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,81,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,82,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,83,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,84,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,85,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,86,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,87,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,88,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,89,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,90,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,91,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,92,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,93,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,94,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,95,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,96,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,97,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,98,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,99,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,100,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,101,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,102,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,103,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,104,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,105,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,106,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,107,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,108,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,109,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,110,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,111,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,112,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,113,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,114,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,115,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,116,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,117,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,118,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,119,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,120,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,121,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,122,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,123,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,124,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,125,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,126,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,127,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,128,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,129,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,130,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,131,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,132,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,133,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,134,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,135,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,136,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,137,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,138,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,139,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,140,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,141,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,142,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,143,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,144,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,145,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,146,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,147,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,148,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,149,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,150,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,151,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,152,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,153,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,154,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,155,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,156,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,157,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,158,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,159,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,160,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,161,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,162,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,163,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,164,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,165,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,166,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,167,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,168,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,169,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,170,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,171,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,172,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,173,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,174,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,175,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,176,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,177,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,178,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,179,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,180,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,181,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,182,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,183,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,184,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,185,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,186,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,187,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,188,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,189,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,190,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,191,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,192,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,193,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,194,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,195,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,196,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,197,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,198,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,199,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,200,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,201,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,202,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,203,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,204,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,205,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,206,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,207,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,208,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,209,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,210,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,211,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,212,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,213,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,214,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,215,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,216,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,217,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,218,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,219,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,220,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,221,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,222,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,223,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,224,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,225,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,226,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,227,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,228,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,229,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,230,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,231,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,232,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,233,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,234,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,235,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,236,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,237,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,238,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,239,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,240,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,241,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,242,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,243,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,244,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,245,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,246,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,247,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,248,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,249,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,250,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,251,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,252,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,253,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,254,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,255,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.etree.ElementTree,xml,standard_library,256,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.dom.minidom,xml,standard_library,257,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax,xml,standard_library,258,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.handler,xml,standard_library,259,partial_line_ast
qwen3,BOUND,A,881__repeat_3,881,xml.sax.saxutils,xml,standard_library,260,partial_line_ast
