model,method,fold,generation_id,parso_count,tokenizer_count,extra_vs_tokenizer,missing_vs_tokenizer,rejected_import_nodes,boundary_rejected_nodes,parser_error
deepseekcoder,DINM,D,4809__repeat_3,0,0,[],[],0,0,
deepseekcoder,DINM,D,3994__repeat_1,3,3,[],[],0,0,
deepseekcoder,DINM,D,1293__repeat_1,1,1,[],[],0,0,
deepseekcoder,DINM,D,241__repeat_1,3,3,[],[],0,0,
deepseekcoder,DINM,D,241__repeat_2,5,5,[],[],0,0,
deepseekcoder,DINM,D,241__repeat_3,0,0,[],[],0,0,
deepseekcoder,DINM,D,241__repeat_5,5,5,[],[],0,0,
deepseekcoder,DINM,D,3916__repeat_2,0,0,[],[],0,0,
deepseekcoder,DINM,D,3916__repeat_3,0,0,[],[],0,0,
deepseekcoder,DINM,D,3916__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,84__repeat_2,1,1,[],[],0,0,
deepseekcoder,DINM,D,4355__repeat_1,2,2,[],[],0,0,
deepseekcoder,DINM,D,4355__repeat_5,3,3,[],[],0,0,
deepseekcoder,DINM,D,2010__repeat_2,8,8,[],[],0,0,
deepseekcoder,DINM,D,2010__repeat_4,2,2,[],[],0,0,
deepseekcoder,DINM,D,250__repeat_1,4,4,[],[],0,0,
deepseekcoder,DINM,D,250__repeat_2,5,5,[],[],0,0,
deepseekcoder,DINM,D,2483__repeat_1,1,1,[],[],0,0,
deepseekcoder,DINM,D,2483__repeat_2,1,1,[],[],0,0,
deepseekcoder,DINM,D,2483__repeat_5,1,1,[],[],0,0,
deepseekcoder,DINM,D,2496__repeat_4,20,20,[],[],0,0,
deepseekcoder,DINM,D,2496__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,3508__repeat_1,3,3,[],[],0,0,
deepseekcoder,DINM,D,3508__repeat_3,2,2,[],[],0,0,
deepseekcoder,DINM,D,3508__repeat_5,2,2,[],[],0,0,
deepseekcoder,DINM,D,146__repeat_2,0,0,[],[],0,0,
deepseekcoder,DINM,D,146__repeat_3,3,3,[],[],0,0,
deepseekcoder,DINM,D,4521__repeat_1,2,2,[],[],0,0,
deepseekcoder,DINM,D,2026__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,2026__repeat_2,0,0,[],[],0,0,
deepseekcoder,DINM,D,2026__repeat_3,0,0,[],[],0,0,
deepseekcoder,DINM,D,2026__repeat_4,0,0,[],[],0,0,
deepseekcoder,DINM,D,2026__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,540__repeat_2,0,0,[],[],0,0,
deepseekcoder,DINM,D,1798__repeat_2,2,2,[],[],0,0,
deepseekcoder,DINM,D,1798__repeat_3,2,2,[],[],0,0,
deepseekcoder,DINM,D,1798__repeat_5,3,3,[],[],0,0,
deepseekcoder,DINM,D,399__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,399__repeat_4,3,3,[],[],0,0,
deepseekcoder,DINM,D,2250__repeat_3,2,2,[],[],0,0,
deepseekcoder,DINM,D,3562__repeat_2,1,1,[],[],0,0,
deepseekcoder,DINM,D,2931__repeat_4,2,2,[],[],0,0,
deepseekcoder,DINM,D,4559__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,637__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,637__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,4825__repeat_2,2,2,[],[],0,0,
deepseekcoder,DINM,D,4825__repeat_4,2,2,[],[],0,0,
deepseekcoder,DINM,D,2465__repeat_1,3,3,[],[],0,0,
deepseekcoder,DINM,D,2465__repeat_2,0,0,[],[],0,0,
deepseekcoder,DINM,D,2465__repeat_3,0,0,[],[],0,0,
deepseekcoder,DINM,D,1316__repeat_1,1,1,[],[],0,0,
deepseekcoder,DINM,D,1316__repeat_2,1,1,[],[],0,0,
deepseekcoder,DINM,D,1316__repeat_3,2,2,[],[],0,0,
deepseekcoder,DINM,D,1316__repeat_4,1,1,[],[],0,0,
deepseekcoder,DINM,D,1316__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,4881__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,4881__repeat_2,0,0,[],[],0,0,
deepseekcoder,DINM,D,4881__repeat_4,0,0,[],[],0,0,
deepseekcoder,DINM,D,4881__repeat_5,1,1,[],[],0,0,
deepseekcoder,DINM,D,2611__repeat_2,1,1,[],[],0,0,
deepseekcoder,DINM,D,55__repeat_4,0,0,[],[],0,0,
deepseekcoder,DINM,D,55__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,4344__repeat_3,2,2,[],[],0,0,
deepseekcoder,DINM,D,2113__repeat_2,1,1,[],[],0,0,
deepseekcoder,DINM,D,2113__repeat_3,0,0,[],[],0,1,
deepseekcoder,DINM,D,2113__repeat_5,0,0,[],[],0,1,
deepseekcoder,DINM,D,64__repeat_4,2,2,[],[],0,0,
deepseekcoder,DINM,D,64__repeat_5,2,2,[],[],0,0,
deepseekcoder,DINM,D,1448__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,1725__repeat_2,4,4,[],[],0,0,
deepseekcoder,DINM,D,1725__repeat_3,5,5,[],[],0,0,
deepseekcoder,DINM,D,1725__repeat_4,4,4,[],[],0,0,
deepseekcoder,DINM,D,1725__repeat_5,5,5,[],[],0,0,
deepseekcoder,DINM,D,2195__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,2195__repeat_2,2,2,[],[],0,0,
deepseekcoder,DINM,D,2195__repeat_3,3,3,[],[],0,0,
deepseekcoder,DINM,D,2195__repeat_4,0,0,[],[],0,1,
deepseekcoder,DINM,D,2195__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,2398__repeat_4,1,1,[],[],0,0,
deepseekcoder,DINM,D,2398__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,3693__repeat_1,1,1,[],[],0,0,
deepseekcoder,DINM,D,3693__repeat_2,1,1,[],[],0,0,
deepseekcoder,DINM,D,3693__repeat_3,1,1,[],[],0,0,
deepseekcoder,DINM,D,3693__repeat_5,1,1,[],[],0,0,
deepseekcoder,DINM,D,4856__repeat_1,5,5,[],[],0,0,
deepseekcoder,DINM,D,4856__repeat_3,5,5,[],[],0,0,
deepseekcoder,DINM,D,1522__repeat_2,2,2,[],[],0,0,
deepseekcoder,DINM,D,1522__repeat_3,2,2,[],[],0,0,
deepseekcoder,DINM,D,1522__repeat_4,2,2,[],[],0,0,
deepseekcoder,DINM,D,3155__repeat_4,1,1,[],[],0,0,
deepseekcoder,DINM,D,3155__repeat_5,1,1,[],[],0,0,
deepseekcoder,DINM,D,3784__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,3784__repeat_2,0,0,[],[],0,0,
deepseekcoder,DINM,D,3784__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,4196__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,4196__repeat_3,1,1,[],[],0,0,
deepseekcoder,DINM,D,982__repeat_3,0,0,[],[],0,0,
deepseekcoder,DINM,D,982__repeat_4,3,3,[],[],0,0,
deepseekcoder,DINM,D,4386__repeat_1,0,0,[],[],0,0,
deepseekcoder,DINM,D,4386__repeat_2,0,0,[],[],0,0,
deepseekcoder,DINM,D,4386__repeat_3,0,0,[],[],0,0,
deepseekcoder,DINM,D,4386__repeat_4,7,7,[],[],0,0,
deepseekcoder,DINM,D,4386__repeat_5,0,0,[],[],0,0,
deepseekcoder,DINM,D,4117__repeat_3,6,6,[],[],0,0,
deepseekcoder,DINM,D,4117__repeat_4,0,0,[],[],0,0,
deepseekcoder,DINM,D,4117__repeat_5,6,6,[],[],0,0,
deepseekcoder,DINM,D,446__repeat_3,1,1,[],[],0,0,
deepseekcoder,DINM,D,446__repeat_5,2,2,[],[],0,0,
deepseekcoder,Full-FT,A,1366__repeat_3,1,1,[],[],0,0,
deepseekcoder,Full-FT,A,1085__repeat_2,6,6,[],[],0,0,
deepseekcoder,Full-FT,A,1085__repeat_3,16,16,[],[],0,0,
deepseekcoder,Full-FT,A,1085__repeat_4,8,8,[],[],0,0,
deepseekcoder,Full-FT,A,1085__repeat_5,18,18,[],[],0,0,
deepseekcoder,Full-FT,A,3916__repeat_1,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,3916__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,3916__repeat_3,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,3916__repeat_5,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,2026__repeat_1,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,2026__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,2026__repeat_3,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,2026__repeat_5,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,3562__repeat_5,1,1,[],[],0,0,
deepseekcoder,Full-FT,A,2931__repeat_2,2,2,[],[],0,0,
deepseekcoder,Full-FT,A,55__repeat_3,5,5,[],[],0,0,
deepseekcoder,Full-FT,A,2113__repeat_3,5,5,[],[],0,0,
deepseekcoder,Full-FT,A,313__repeat_4,0,0,[],[],0,0,
deepseekcoder,Full-FT,A,4117__repeat_3,6,6,[],[],0,0,
deepseekcoder,Full-FT,B,4126__repeat_2,4,4,[],[],0,0,
deepseekcoder,Full-FT,B,3063__repeat_4,1,1,[],[],0,0,
deepseekcoder,Full-FT,B,3063__repeat_5,1,1,[],[],0,0,
deepseekcoder,Full-FT,B,2000__repeat_3,2,2,[],[],0,0,
deepseekcoder,Full-FT,B,2379__repeat_2,2,2,[],[],0,0,
deepseekcoder,Full-FT,B,1767__repeat_5,4,4,[],[],0,0,
deepseekcoder,Full-FT,B,2941__repeat_3,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,1981__repeat_2,3,3,[],[],0,0,
deepseekcoder,Full-FT,B,1085__repeat_1,19,19,[],[],0,0,
deepseekcoder,Full-FT,B,1085__repeat_2,8,8,[],[],0,0,
deepseekcoder,Full-FT,B,1085__repeat_3,20,20,[],[],0,0,
deepseekcoder,Full-FT,B,1085__repeat_4,14,14,[],[],0,0,
deepseekcoder,Full-FT,B,4720__repeat_3,1,1,[],[],0,0,
deepseekcoder,Full-FT,B,2939__repeat_3,2,2,[],[],0,0,
deepseekcoder,Full-FT,B,3916__repeat_1,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,3916__repeat_3,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,3916__repeat_4,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,3916__repeat_5,2,2,[],[],0,0,
deepseekcoder,Full-FT,B,1020__repeat_2,1,1,[],[],0,0,
deepseekcoder,Full-FT,B,4521__repeat_1,2,2,[],[],0,0,
deepseekcoder,Full-FT,B,2026__repeat_1,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,2026__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,2026__repeat_3,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,2026__repeat_4,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,2026__repeat_5,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,2931__repeat_5,0,0,[],[],0,0,
deepseekcoder,Full-FT,B,4825__repeat_4,2,2,[],[],0,0,
deepseekcoder,Full-FT,B,55__repeat_1,5,5,[],[],0,0,
deepseekcoder,Full-FT,B,2113__repeat_2,1,1,[],[],0,0,
deepseekcoder,Full-FT,B,982__repeat_1,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,2000__repeat_1,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,1767__repeat_3,3,3,[],[],0,0,
deepseekcoder,Full-FT,C,1767__repeat_5,5,5,[],[],0,0,
deepseekcoder,Full-FT,C,1366__repeat_5,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,1085__repeat_2,3,3,[],[],0,0,
deepseekcoder,Full-FT,C,1085__repeat_3,6,6,[],[],0,0,
deepseekcoder,Full-FT,C,1085__repeat_4,4,4,[],[],0,0,
deepseekcoder,Full-FT,C,3994__repeat_2,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,1293__repeat_2,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,3916__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,3916__repeat_3,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,3916__repeat_4,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,3916__repeat_5,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,4355__repeat_1,5,5,[],[],0,0,
deepseekcoder,Full-FT,C,1683__repeat_5,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,2222__repeat_1,4,4,[],[],0,0,
deepseekcoder,Full-FT,C,2483__repeat_4,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,3508__repeat_3,3,3,[],[],0,0,
deepseekcoder,Full-FT,C,2882__repeat_1,3,3,[],[],0,0,
deepseekcoder,Full-FT,C,2882__repeat_4,2,2,[],[],0,0,
deepseekcoder,Full-FT,C,2026__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,2026__repeat_3,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,2026__repeat_5,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,399__repeat_2,3,3,[],[],0,0,
deepseekcoder,Full-FT,C,4559__repeat_3,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,4559__repeat_4,1,1,[],[],0,0,
deepseekcoder,Full-FT,C,1725__repeat_1,9,9,[],[],0,0,
deepseekcoder,Full-FT,C,3155__repeat_2,3,3,[],[],0,0,
deepseekcoder,Full-FT,C,313__repeat_1,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,313__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,982__repeat_2,3,3,[],[],0,0,
deepseekcoder,Full-FT,C,4386__repeat_4,0,0,[],[],0,0,
deepseekcoder,Full-FT,C,446__repeat_1,3,3,[],[],0,0,
deepseekcoder,Full-FT,D,4126__repeat_3,2,2,[],[],0,0,
deepseekcoder,Full-FT,D,4126__repeat_5,2,2,[],[],0,0,
deepseekcoder,Full-FT,D,59__repeat_5,7,7,[],[],0,0,
deepseekcoder,Full-FT,D,2941__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,1366__repeat_5,2,2,[],[],0,0,
deepseekcoder,Full-FT,D,1085__repeat_1,8,8,[],[],0,0,
deepseekcoder,Full-FT,D,1085__repeat_2,14,14,[],[],0,0,
deepseekcoder,Full-FT,D,1085__repeat_3,13,13,[],[],0,0,
deepseekcoder,Full-FT,D,1085__repeat_4,8,8,[],[],0,0,
deepseekcoder,Full-FT,D,1085__repeat_5,17,17,[],[],0,0,
deepseekcoder,Full-FT,D,88__repeat_4,4,4,[],[],0,0,
deepseekcoder,Full-FT,D,3916__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,3916__repeat_3,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,3916__repeat_4,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,3508__repeat_2,2,2,[],[],0,0,
deepseekcoder,Full-FT,D,2026__repeat_2,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,2026__repeat_3,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,2026__repeat_4,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,2026__repeat_5,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,2465__repeat_5,3,3,[],[],0,0,
deepseekcoder,Full-FT,D,2113__repeat_1,1,1,[],[],0,0,
deepseekcoder,Full-FT,D,313__repeat_1,0,0,[],[],0,0,
deepseekcoder,Full-FT,D,4117__repeat_2,7,7,[],[],0,0,
qwen3,Base,A,4453__repeat_1,12,12,[],[],0,0,
qwen3,Base,A,4453__repeat_2,9,9,[],[],0,0,
qwen3,Base,A,1510__repeat_3,6,6,[],[],0,0,
qwen3,Base,A,4509__repeat_2,10,10,[],[],0,0,
qwen3,Base,A,2329__repeat_1,9,9,[],[],1,0,
qwen3,Base,A,2329__repeat_5,4,4,[],[],0,0,
qwen3,Base,A,185__repeat_4,2,2,[],[],0,0,
qwen3,Base,A,2284__repeat_1,1,1,[],[],0,0,
qwen3,Base,A,2284__repeat_2,6,6,[],[],0,0,
qwen3,Base,A,2284__repeat_3,7,7,[],[],0,0,
qwen3,Base,A,2284__repeat_4,1,1,[],[],0,0,
qwen3,Base,A,2284__repeat_5,4,4,[],[],0,0,
qwen3,Base,A,2943__repeat_1,8,8,[],[],0,0,
qwen3,Base,A,2943__repeat_2,7,7,[],[],0,0,
qwen3,Base,A,2943__repeat_5,6,6,[],[],0,0,
qwen3,Base,A,4386__repeat_5,35,35,[],[],0,0,
qwen3,Base,A,3742__repeat_5,2,2,[],[],0,0,
qwen3,Base,A,3140__repeat_1,2,2,[],[],0,0,
qwen3,Base,A,229__repeat_3,4,4,[],[],0,0,
qwen3,Base,A,3666__repeat_1,5,5,[],[],0,0,
qwen3,Base,A,3666__repeat_2,0,0,[],[],0,0,
qwen3,Base,A,3666__repeat_5,5,5,[],[],0,0,
qwen3,Base,A,1970__repeat_1,5,5,[],[],0,0,
qwen3,Base,A,770__repeat_5,2,2,[],[],0,0,
qwen3,Base,A,485__repeat_5,6,6,[],[],0,0,
qwen3,Base,A,3396__repeat_4,5,5,[],[],0,0,
qwen3,Base,A,2428__repeat_1,2,2,[],[],0,0,
qwen3,BOUND,A,4453__repeat_3,9,9,[],[],0,0,
qwen3,BOUND,A,4453__repeat_4,16,16,[],[],0,0,
qwen3,BOUND,A,4453__repeat_5,14,14,[],[],0,0,
qwen3,BOUND,A,3778__repeat_2,2,2,[],[],0,0,
qwen3,BOUND,A,3778__repeat_5,31,31,[],[],0,0,
qwen3,BOUND,A,136__repeat_3,1,1,[],[],0,0,
qwen3,BOUND,A,2140__repeat_2,3,3,[],[],0,0,
qwen3,BOUND,A,2140__repeat_3,7,7,[],[],0,0,
qwen3,BOUND,A,2140__repeat_4,3,3,[],[],0,0,
qwen3,BOUND,A,2140__repeat_5,3,3,[],[],0,0,
qwen3,BOUND,A,4048__repeat_1,2,2,[],[],0,0,
qwen3,BOUND,A,4048__repeat_2,5,5,[],[],0,0,
qwen3,BOUND,A,4048__repeat_5,8,8,[],[],0,0,
qwen3,BOUND,A,4815__repeat_1,2,2,[],[],0,0,
qwen3,BOUND,A,4815__repeat_3,2,2,[],[],0,0,
qwen3,BOUND,A,4815__repeat_4,3,3,[],[],0,0,
qwen3,BOUND,A,3844__repeat_2,9,9,[],[],0,0,
qwen3,BOUND,A,3844__repeat_3,5,5,[],[],0,0,
qwen3,BOUND,A,3844__repeat_4,8,8,[],[],0,0,
qwen3,BOUND,A,3844__repeat_5,10,10,[],[],0,0,
qwen3,BOUND,A,2067__repeat_1,4,4,[],[],0,0,
qwen3,BOUND,A,1510__repeat_2,9,9,[],[],0,0,
qwen3,BOUND,A,1510__repeat_4,13,13,[],[],0,0,
qwen3,BOUND,A,4509__repeat_2,20,20,[],[],0,0,
qwen3,BOUND,A,4509__repeat_3,6,6,[],[],0,0,
qwen3,BOUND,A,4509__repeat_4,10,10,[],[],0,0,
qwen3,BOUND,A,2329__repeat_2,6,6,[],[],1,0,
qwen3,BOUND,A,2329__repeat_3,3,3,[],[],0,0,
qwen3,BOUND,A,2329__repeat_5,11,11,[],[],0,0,
qwen3,BOUND,A,185__repeat_3,2,2,[],[],0,0,
qwen3,BOUND,A,185__repeat_5,3,3,[],[],0,1,
qwen3,BOUND,A,881__repeat_3,23,23,[],[],0,0,
qwen3,BOUND,A,84__repeat_2,1,1,[],[],0,0,
qwen3,BOUND,A,3422__repeat_3,6,6,[],[],0,0,
qwen3,BOUND,A,3422__repeat_4,8,8,[],[],0,0,
qwen3,BOUND,A,824__repeat_1,39,39,[],[],0,0,
qwen3,BOUND,A,824__repeat_2,4,4,[],[],0,0,
qwen3,BOUND,A,824__repeat_4,3,3,[],[],0,0,
qwen3,BOUND,A,3415__repeat_2,2,2,[],[],0,0,
qwen3,BOUND,A,1603__repeat_1,2,2,[],[],0,0,
qwen3,BOUND,A,1603__repeat_2,2,2,[],[],0,0,
qwen3,BOUND,A,1603__repeat_4,18,18,[],[],0,0,
qwen3,BOUND,A,1603__repeat_5,10,10,[],[],0,0,
qwen3,BOUND,A,60__repeat_2,7,7,[],[],0,0,
qwen3,BOUND,A,60__repeat_4,10,10,[],[],0,0,
qwen3,BOUND,A,1302__repeat_1,5,5,[],[],0,0,
qwen3,BOUND,A,1302__repeat_2,5,5,[],[],0,0,
qwen3,BOUND,A,4834__repeat_1,4,4,[],[],0,0,
qwen3,BOUND,A,4834__repeat_2,3,3,[],[],0,0,
qwen3,BOUND,A,4834__repeat_5,3,3,[],[],0,0,
qwen3,BOUND,A,2284__repeat_4,2,2,[],[],0,0,
qwen3,BOUND,A,2608__repeat_3,2,2,[],[],0,0,
qwen3,BOUND,A,2608__repeat_5,15,15,[],[],0,0,
qwen3,BOUND,A,2943__repeat_4,7,7,[],[],0,0,
qwen3,BOUND,A,4015__repeat_4,1,1,[],[],0,0,
qwen3,BOUND,A,4386__repeat_1,12,12,[],[],0,0,
qwen3,BOUND,A,4386__repeat_3,17,17,[],[],0,0,
qwen3,BOUND,A,4386__repeat_4,13,13,[],[],0,0,
qwen3,BOUND,A,4386__repeat_5,15,15,[],[],0,0,
qwen3,BOUND,A,3742__repeat_3,8,8,[],[],0,0,
qwen3,BOUND,A,3256__repeat_1,6,6,[],[],0,0,
qwen3,BOUND,A,4676__repeat_2,32,32,[],[],0,0,
qwen3,BOUND,A,4676__repeat_3,31,31,[],[],0,0,
qwen3,BOUND,A,3333__repeat_5,24,24,[],[],0,0,
qwen3,BOUND,A,1446__repeat_1,16,16,[],[],0,0,
qwen3,BOUND,A,1446__repeat_2,10,10,[],[],0,0,
qwen3,BOUND,A,1446__repeat_3,31,31,[],[],0,0,
qwen3,BOUND,A,1446__repeat_5,7,7,[],[],0,0,
qwen3,BOUND,A,4692__repeat_3,8,8,[],[],0,0,
qwen3,BOUND,A,219__repeat_4,9,9,[],[],0,0,
qwen3,BOUND,A,219__repeat_5,6,6,[],[],0,0,
qwen3,BOUND,A,2298__repeat_1,7,7,[],[],0,0,
qwen3,BOUND,A,2298__repeat_4,6,6,[],[],0,0,
qwen3,BOUND,A,2298__repeat_5,6,6,[],[],0,0,
qwen3,BOUND,A,229__repeat_1,9,9,[],[],0,0,
qwen3,BOUND,A,229__repeat_5,7,7,[],[],0,0,
qwen3,BOUND,A,4227__repeat_1,9,9,[],[],0,0,
qwen3,BOUND,A,4227__repeat_2,6,6,[],[],0,0,
qwen3,BOUND,A,4227__repeat_3,17,17,[],[],0,0,
qwen3,BOUND,A,4227__repeat_4,22,22,[],[],0,0,
qwen3,BOUND,A,4227__repeat_5,10,10,[],[],0,0,
qwen3,BOUND,A,2901__repeat_4,7,7,[],[],0,0,
qwen3,BOUND,A,4180__repeat_1,17,17,[],[],0,0,
qwen3,BOUND,A,4180__repeat_2,20,20,[],[],0,0,
qwen3,BOUND,A,4180__repeat_3,21,21,[],[],0,0,
qwen3,BOUND,A,4180__repeat_4,1,1,[],[],0,0,
qwen3,BOUND,A,4180__repeat_5,19,19,[],[],0,0,
qwen3,BOUND,A,321__repeat_1,5,5,[],[],0,0,
qwen3,BOUND,A,321__repeat_3,2,2,[],[],0,0,
qwen3,BOUND,A,321__repeat_4,6,6,[],[],0,0,
qwen3,BOUND,A,4374__repeat_1,13,13,[],[],0,0,
qwen3,BOUND,A,4374__repeat_2,3,3,[],[],0,0,
qwen3,BOUND,A,4374__repeat_3,8,8,[],[],0,0,
qwen3,BOUND,A,4374__repeat_4,11,11,[],[],0,0,
qwen3,BOUND,A,4374__repeat_5,6,6,[],[],0,0,
qwen3,BOUND,A,3666__repeat_5,18,18,[],[],0,0,
qwen3,BOUND,A,2832__repeat_1,3,3,[],[],0,0,
qwen3,BOUND,A,1915__repeat_1,4,4,[],[],0,0,
qwen3,BOUND,A,1915__repeat_2,3,3,[],[],0,0,
qwen3,BOUND,A,1915__repeat_4,4,4,[],[],0,0,
qwen3,BOUND,A,1915__repeat_5,16,16,[],[],0,0,
qwen3,BOUND,A,1970__repeat_1,11,11,[],[],0,0,
qwen3,BOUND,A,4289__repeat_5,6,6,[],[],0,0,
qwen3,BOUND,A,1083__repeat_2,4,4,[],[],0,0,
qwen3,BOUND,A,955__repeat_3,3,3,[],[],0,0,
qwen3,BOUND,A,955__repeat_4,6,6,[],[],0,0,
qwen3,BOUND,A,955__repeat_5,6,6,[],[],0,0,
qwen3,BOUND,A,770__repeat_1,3,3,[],[],0,0,
qwen3,BOUND,A,2317__repeat_4,9,9,[],[],0,0,
qwen3,BOUND,A,2317__repeat_5,6,6,[],[],0,0,
qwen3,BOUND,A,2798__repeat_3,12,12,[],[],0,0,
qwen3,BOUND,A,3459__repeat_2,1,1,[],[],0,0,
qwen3,BOUND,A,3459__repeat_3,4,4,[],[],0,0,
qwen3,BOUND,A,3459__repeat_5,1,1,[],[],0,0,
qwen3,BOUND,A,1668__repeat_1,4,4,[],[],0,0,
qwen3,BOUND,A,1668__repeat_3,1,1,[],[],0,0,
qwen3,BOUND,A,1668__repeat_5,22,22,[],[],0,0,
qwen3,BOUND,A,574__repeat_2,13,13,[],[],0,0,
qwen3,BOUND,A,485__repeat_5,7,7,[],[],0,0,
qwen3,BOUND,A,1118__repeat_5,8,8,[],[],0,0,
qwen3,BOUND,A,3396__repeat_2,3,3,[],[],0,0,
qwen3,BOUND,A,3396__repeat_4,1,1,[],[],0,0,
qwen3,BOUND,A,2428__repeat_1,2,2,[],[],0,0,
qwen3,BOUND,A,2428__repeat_2,4,4,[],[],0,0,
qwen3,BOUND,A,2428__repeat_3,3,3,[],[],0,0,
qwen3,BOUND,A,2428__repeat_4,3,3,[],[],0,0,
qwen3,BOUND,A,2428__repeat_5,9,9,[],[],0,0,
qwen3,BOUND,A,2517__repeat_1,12,12,[],[],0,0,
qwen3,BOUND,B,4453__repeat_1,7,7,[],[],0,0,
qwen3,BOUND,B,4815__repeat_1,3,3,[],[],0,0,
qwen3,BOUND,B,4815__repeat_4,2,2,[],[],0,0,
qwen3,BOUND,B,3844__repeat_1,5,5,[],[],0,0,
qwen3,BOUND,B,3844__repeat_2,11,11,[],[],0,0,
qwen3,BOUND,B,3844__repeat_4,6,6,[],[],0,0,
qwen3,BOUND,B,3844__repeat_5,7,7,[],[],0,0,
qwen3,BOUND,B,1510__repeat_2,8,8,[],[],0,0,
qwen3,BOUND,B,4509__repeat_2,21,21,[],[],0,0,
qwen3,BOUND,B,4509__repeat_3,16,16,[],[],0,0,
qwen3,BOUND,B,2329__repeat_2,6,6,[],[],0,0,
qwen3,BOUND,B,2329__repeat_3,4,4,[],[],0,0,
qwen3,BOUND,B,185__repeat_1,3,3,[],[],0,0,
qwen3,BOUND,B,185__repeat_2,3,3,[],[],0,0,
qwen3,BOUND,B,1603__repeat_1,3,3,[],[],0,0,
qwen3,BOUND,B,1603__repeat_2,2,2,[],[],0,0,
qwen3,BOUND,B,1603__repeat_3,3,3,[],[],0,0,
qwen3,BOUND,B,1603__repeat_4,5,5,[],[],0,0,
qwen3,BOUND,B,1603__repeat_5,13,13,[],[],0,1,
qwen3,BOUND,B,2608__repeat_2,4,4,[],[],0,0,
qwen3,BOUND,B,4386__repeat_3,5,5,[],[],0,0,
qwen3,BOUND,B,3256__repeat_3,4,4,[],[],0,0,
qwen3,BOUND,B,4676__repeat_2,18,18,[],[],0,0,
qwen3,BOUND,B,4676__repeat_3,12,12,[],[],0,0,
qwen3,BOUND,B,4676__repeat_4,10,10,[],[],0,0,
qwen3,BOUND,B,1446__repeat_2,21,21,[],[],0,0,
