model,method,fold,generation_id,prompt_id,import_path,top_level,kind,line
deepseekcoder,Full-FT,A,446__repeat_5,446,requests_ntlm,requests_ntlm,absolute,2
deepseekcoder,Full-FT,B,270__repeat_1,270,requests,requests,absolute,1
deepseekcoder,Full-FT,B,270__repeat_1,270,pandas,pandas,absolute,2
deepseekcoder,Full-FT,B,270__repeat_1,270,matplotlib.pyplot,matplotlib,absolute,3
deepseekcoder,Full-FT,B,270__repeat_1,270,seaborn,seaborn,absolute,4
deepseekcoder,Full-FT,B,270__repeat_2,270,requests,requests,absolute,2
deepseekcoder,Full-FT,B,270__repeat_2,270,pandas,pandas,absolute,3
deepseekcoder,Full-FT,B,270__repeat_2,270,matplotlib.pyplot,matplotlib,absolute,4
deepseekcoder,Full-FT,B,270__repeat_2,270,buildkite,buildkite,absolute,5
deepseekcoder,Full-FT,B,270__repeat_3,270,requests,requests,absolute,2
deepseekcoder,Full-FT,B,270__repeat_3,270,pandas,pandas,absolute,3
deepseekcoder,Full-FT,B,270__repeat_3,270,matplotlib.pyplot,matplotlib,absolute,4
deepseekcoder,Full-FT,B,270__repeat_3,270,buildkite_api,buildkite_api,absolute,5
deepseekcoder,Full-FT,B,270__repeat_4,270,requests,requests,absolute,1
deepseekcoder,Full-FT,B,270__repeat_4,270,matplotlib.pyplot,matplotlib,absolute,2
deepseekcoder,Full-FT,B,270__repeat_4,270,pandas,pandas,absolute,3
deepseekcoder,Full-FT,B,270__repeat_5,270,requests,requests,absolute,1
deepseekcoder,Full-FT,B,270__repeat_5,270,matplotlib.pyplot,matplotlib,absolute,2
deepseekcoder,Full-FT,B,270__repeat_5,270,pandas,pandas,absolute,3
deepseekcoder,Full-FT,B,4126__repeat_1,4126,socket,socket,standard_library,1
deepseekcoder,Full-FT,B,4126__repeat_1,4126,sip,sip,absolute,2
deepseekcoder,Full-FT,B,4126__repeat_1,4126,rtp,rtp,absolute,3
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy,sippy,absolute,1
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.ua,sippy,absolute,2
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.message,sippy,absolute,3
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.address,sippy,absolute,4
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.aor,sippy,absolute,5
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.dialog,sippy,absolute,6
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.transaction,sippy,absolute,7
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.sdp,sippy,absolute,8
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.log,sippy,absolute,9
deepseekcoder,Full-FT,B,4126__repeat_3,4126,sippy.codec,sippy,absolute,10
deepseekcoder,Full-FT,B,4126__repeat_4,4126,socket,socket,standard_library,1
deepseekcoder,Full-FT,B,4126__repeat_4,4126,sip,sip,absolute,2
deepseekcoder,Full-FT,B,4126__repeat_4,4126,rtp,rtp,absolute,3
deepseekcoder,Full-FT,B,4126__repeat_5,4126,sip,sip,absolute,1
deepseekcoder,Full-FT,B,4126__repeat_5,4126,threading,threading,standard_library,2
deepseekcoder,Full-FT,B,4126__repeat_5,4126,rtp,rtp,absolute,3
deepseekcoder,Full-FT,B,2845__repeat_1,2845,PyQt5.QtWidgets,PyQt5,absolute,1
deepseekcoder,Full-FT,B,2845__repeat_1,2845,pylabelstudio,pylabelstudio,absolute,2
deepseekcoder,Full-FT,B,2845__repeat_2,2845,PyQt5.QtWidgets,PyQt5,absolute,1
deepseekcoder,Full-FT,B,2845__repeat_2,2845,pylabelstudio,pylabelstudio,absolute,2
deepseekcoder,Full-FT,B,2845__repeat_2,2845,sys,sys,standard_library,3
deepseekcoder,Full-FT,B,2845__repeat_2,2845,os,os,standard_library,4
deepseekcoder,Full-FT,B,2845__repeat_3,2845,PyQt5.QtWidgets,PyQt5,absolute,1
deepseekcoder,Full-FT,B,2845__repeat_3,2845,PyQt5.QtCore,PyQt5,absolute,2
deepseekcoder,Full-FT,B,2845__repeat_3,2845,pylabelstudio,pylabelstudio,absolute,3
deepseekcoder,Full-FT,B,2845__repeat_4,2845,PyQt5.QtWidgets,PyQt5,absolute,1
deepseekcoder,Full-FT,B,2845__repeat_4,2845,pylabelstudio,pylabelstudio,absolute,2
deepseekcoder,Full-FT,B,2845__repeat_5,2845,label_studio_sdk,label_studio_sdk,absolute,1
deepseekcoder,Full-FT,B,2845__repeat_5,2845,label_studio_sdk.services.tasks,label_studio_sdk,absolute,2
deepseekcoder,Full-FT,B,2845__repeat_5,2845,label_studio_sdk.services.projects,label_studio_sdk,absolute,3
deepseekcoder,Full-FT,B,2845__repeat_5,2845,label_studio_sdk.services.datasets,label_studio_sdk,absolute,4
deepseekcoder,Full-FT,B,2845__repeat_5,2845,label_studio_sdk.services.users,label_studio_sdk,absolute,5
deepseekcoder,Full-FT,B,2845__repeat_5,2845,label_studio_sdk.controls,label_studio_sdk,absolute,6
deepseekcoder,Full-FT,B,2845__repeat_5,2845,label_studio_sdk.widgets,label_studio_sdk,absolute,7
deepseekcoder,Full-FT,B,782__repeat_1,782,ibm_cloud_sdk_core.authenticators,ibm_cloud_sdk_core,absolute,1
deepseekcoder,Full-FT,B,782__repeat_1,782,ibm_cloud_sdk_core,ibm_cloud_sdk_core,absolute,2
deepseekcoder,Full-FT,B,782__repeat_1,782,ibm_cloud_sdk_core.exceptions,ibm_cloud_sdk_core,absolute,3
deepseekcoder,Full-FT,B,782__repeat_1,782,ibm_platform_services,ibm_platform_services,absolute,4
deepseekcoder,Full-FT,B,782__repeat_2,782,ibm_boto3,ibm_boto3,absolute,1
deepseekcoder,Full-FT,B,782__repeat_2,782,ibm_botocore.client,ibm_botocore,absolute,2
deepseekcoder,Full-FT,B,782__repeat_2,782,ibm_cloud_sdk_core,ibm_cloud_sdk_core,absolute,3
deepseekcoder,Full-FT,B,782__repeat_3,782,ibm_cloud_sdk_core.authenticators,ibm_cloud_sdk_core,absolute,1
deepseekcoder,Full-FT,B,782__repeat_3,782,ibm_cloud_sdk_core.exceptions,ibm_cloud_sdk_core,absolute,2
deepseekcoder,Full-FT,B,782__repeat_3,782,ibm_cloud_sdk_core.api_exception,ibm_cloud_sdk_core,absolute,3
deepseekcoder,Full-FT,B,782__repeat_3,782,ibm_cloud_sdk_core,ibm_cloud_sdk_core,absolute,4
deepseekcoder,Full-FT,B,782__repeat_3,782,ibm_cloud_sdk_core.utils,ibm_cloud_sdk_core,absolute,5
deepseekcoder,Full-FT,B,782__repeat_3,782,ibm_cloud_sdk_core,ibm_cloud_sdk_core,absolute,6
deepseekcoder,Full-FT,B,782__repeat_4,782,ibm_boto3,ibm_boto3,absolute,1
deepseekcoder,Full-FT,B,782__repeat_4,782,ibm_botocore.client,ibm_botocore,absolute,2
deepseekcoder,Full-FT,B,782__repeat_4,782,ibm_cloud_sdk_core.authenticators,ibm_cloud_sdk_core,absolute,3
deepseekcoder,Full-FT,B,782__repeat_5,782,ibm_cloud_sdk_core.authenticators,ibm_cloud_sdk_core,absolute,1
deepseekcoder,Full-FT,B,782__repeat_5,782,ibm_cloud_sdk_core,ibm_cloud_sdk_core,absolute,2
deepseekcoder,Full-FT,B,782__repeat_5,782,ibm_cloud_sdk_core.api_key_vault,ibm_cloud_sdk_core,absolute,3
deepseekcoder,Full-FT,B,782__repeat_5,782,ibm_cloud_sdk_core.security_types,ibm_cloud_sdk_core,absolute,4
deepseekcoder,Full-FT,B,782__repeat_5,782,ibm_platform_services,ibm_platform_services,absolute,5
deepseekcoder,Full-FT,B,3302__repeat_1,3302,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,3302__repeat_1,3302,ome.io,ome,absolute,2
deepseekcoder,Full-FT,B,3302__repeat_1,3302,PIL,PIL,absolute,3
deepseekcoder,Full-FT,B,3302__repeat_1,3302,ome_types.model,ome_types,absolute,4
deepseekcoder,Full-FT,B,3302__repeat_2,3302,ome_types,ome_types,absolute,1
deepseekcoder,Full-FT,B,3302__repeat_2,3302,ome_types.model,ome_types,absolute,2
deepseekcoder,Full-FT,B,3302__repeat_2,3302,ome_tiff_library.ome_tiff_writer,ome_tiff_library,absolute,9
deepseekcoder,Full-FT,B,3302__repeat_2,3302,PIL,PIL,absolute,10
deepseekcoder,Full-FT,B,3302__repeat_2,3302,numpy,numpy,absolute,11
deepseekcoder,Full-FT,B,3302__repeat_3,3302,PIL,PIL,absolute,1
deepseekcoder,Full-FT,B,3302__repeat_3,3302,ome_types,ome_types,absolute,2
deepseekcoder,Full-FT,B,3302__repeat_4,3302,ome.tiff.reader,ome,absolute,1
deepseekcoder,Full-FT,B,3302__repeat_4,3302,numpy,numpy,absolute,2
deepseekcoder,Full-FT,B,3302__repeat_4,3302,PIL,PIL,absolute,3
deepseekcoder,Full-FT,B,3302__repeat_5,3302,ome_tiff_library,ome_tiff_library,absolute,1
deepseekcoder,Full-FT,B,3302__repeat_5,3302,PIL,PIL,absolute,2
deepseekcoder,Full-FT,B,3302__repeat_5,3302,numpy,numpy,absolute,3
deepseekcoder,Full-FT,B,3063__repeat_1,3063,dapr.clients,dapr,absolute,1
deepseekcoder,Full-FT,B,3063__repeat_1,3063,dapr.clients,dapr,absolute,2
deepseekcoder,Full-FT,B,3063__repeat_2,3063,dapr.clients,dapr,absolute,1
deepseekcoder,Full-FT,B,3063__repeat_2,3063,dapr.clients,dapr,absolute,2
deepseekcoder,Full-FT,B,3063__repeat_3,3063,dapr.clients,dapr,absolute,1
deepseekcoder,Full-FT,B,2000__repeat_1,2000,shazamkit,shazamkit,absolute,1
deepseekcoder,Full-FT,B,2000__repeat_1,2000,shazamkit,shazamkit,absolute,2
deepseekcoder,Full-FT,B,2000__repeat_2,2000,shazamkit,shazamkit,absolute,1
deepseekcoder,Full-FT,B,2000__repeat_4,2000,objc,objc,absolute,1
deepseekcoder,Full-FT,B,2000__repeat_4,2000,Cocoa,Cocoa,absolute,2
deepseekcoder,Full-FT,B,2000__repeat_4,2000,ShazamKit,ShazamKit,absolute,3
deepseekcoder,Full-FT,B,2000__repeat_5,2000,shazamio,shazamio,absolute,1
deepseekcoder,Full-FT,B,2000__repeat_5,2000,asyncio,asyncio,standard_library,20
deepseekcoder,Full-FT,B,2347__repeat_1,2347,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,2347__repeat_1,2347,sklearn,sklearn,absolute,2
deepseekcoder,Full-FT,B,2347__repeat_1,2347,sklearn,sklearn,absolute,3
deepseekcoder,Full-FT,B,2347__repeat_1,2347,opencl,opencl,absolute,4
deepseekcoder,Full-FT,B,2347__repeat_1,2347,cudatoolkit,cudatoolkit,absolute,5
deepseekcoder,Full-FT,B,2347__repeat_2,2347,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,2347__repeat_2,2347,sklearn,sklearn,absolute,2
deepseekcoder,Full-FT,B,2347__repeat_2,2347,pyopencl,pyopencl,absolute,3
deepseekcoder,Full-FT,B,2347__repeat_2,2347,tensorflow,tensorflow,absolute,4
deepseekcoder,Full-FT,B,2347__repeat_2,2347,keras.models,keras,absolute,7
deepseekcoder,Full-FT,B,2347__repeat_2,2347,keras.layers,keras,absolute,8
deepseekcoder,Full-FT,B,2347__repeat_2,2347,keras.optimizers,keras,absolute,9
deepseekcoder,Full-FT,B,2347__repeat_3,2347,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,2347__repeat_3,2347,sklearn,sklearn,absolute,2
deepseekcoder,Full-FT,B,2347__repeat_3,2347,sklearn.ensemble,sklearn,absolute,3
deepseekcoder,Full-FT,B,2347__repeat_3,2347,pyopencl,pyopencl,absolute,7
deepseekcoder,Full-FT,B,2347__repeat_3,2347,intel_extension_for_scikit_learn,intel_extension_for_scikit_learn,absolute,14
deepseekcoder,Full-FT,B,2347__repeat_4,2347,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,2347__repeat_4,2347,sklearn,sklearn,absolute,2
deepseekcoder,Full-FT,B,2347__repeat_4,2347,sklearn,sklearn,absolute,3
deepseekcoder,Full-FT,B,2347__repeat_4,2347,pandas,pandas,absolute,4
deepseekcoder,Full-FT,B,2347__repeat_4,2347,sklearn.model_selection,sklearn,absolute,5
deepseekcoder,Full-FT,B,2347__repeat_4,2347,sklearn,sklearn,absolute,6
deepseekcoder,Full-FT,B,2347__repeat_4,2347,cuda,cuda,absolute,9
deepseekcoder,Full-FT,B,2347__repeat_4,2347,pyopencl,pyopencl,absolute,12
deepseekcoder,Full-FT,B,2347__repeat_5,2347,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,2347__repeat_5,2347,sklearn,sklearn,absolute,2
deepseekcoder,Full-FT,B,2347__repeat_5,2347,pandas,pandas,absolute,3
deepseekcoder,Full-FT,B,2347__repeat_5,2347,sklearn.externals,sklearn,absolute,4
deepseekcoder,Full-FT,B,2347__repeat_5,2347,sklearn.preprocessing,sklearn,absolute,5
deepseekcoder,Full-FT,B,2347__repeat_5,2347,sklearn.model_selection,sklearn,absolute,6
deepseekcoder,Full-FT,B,2347__repeat_5,2347,sklearn.metrics,sklearn,absolute,7
deepseekcoder,Full-FT,B,2347__repeat_5,2347,keras.models,keras,absolute,8
deepseekcoder,Full-FT,B,2347__repeat_5,2347,keras.layers,keras,absolute,9
deepseekcoder,Full-FT,B,2347__repeat_5,2347,opencl,opencl,absolute,10
deepseekcoder,Full-FT,B,2347__repeat_5,2347,pyopencl,pyopencl,absolute,11
deepseekcoder,Full-FT,B,2347__repeat_5,2347,cv2,cv2,absolute,12
deepseekcoder,Full-FT,B,59__repeat_1,59,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,59__repeat_1,59,matplotlib.pyplot,matplotlib,absolute,2
deepseekcoder,Full-FT,B,59__repeat_1,59,cudatoolkit,cudatoolkit,absolute,3
deepseekcoder,Full-FT,B,59__repeat_1,59,time,time,standard_library,4
deepseekcoder,Full-FT,B,59__repeat_1,59,numba,numba,absolute,5
deepseekcoder,Full-FT,B,59__repeat_2,59,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,59__repeat_2,59,cupy,cupy,absolute,2
deepseekcoder,Full-FT,B,59__repeat_2,59,time,time,standard_library,3
deepseekcoder,Full-FT,B,59__repeat_2,59,matplotlib.pyplot,matplotlib,absolute,4
deepseekcoder,Full-FT,B,59__repeat_2,59,cuda.profiler,cuda,absolute,7
deepseekcoder,Full-FT,B,59__repeat_3,59,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,59__repeat_3,59,cupy,cupy,absolute,2
deepseekcoder,Full-FT,B,59__repeat_3,59,time,time,standard_library,3
deepseekcoder,Full-FT,B,59__repeat_3,59,matplotlib.pyplot,matplotlib,absolute,4
deepseekcoder,Full-FT,B,59__repeat_3,59,numba,numba,absolute,5
deepseekcoder,Full-FT,B,59__repeat_4,59,numpy,numpy,absolute,1
deepseekcoder,Full-FT,B,59__repeat_4,59,matplotlib.pyplot,matplotlib,absolute,2
deepseekcoder,Full-FT,B,59__repeat_4,59,cuda_profiler,cuda_profiler,absolute,3
deepseekcoder,Full-FT,B,59__repeat_4,59,time,time,standard_library,4
deepseekcoder,Full-FT,B,59__repeat_4,59,numpy,numpy,absolute,6
deepseekcoder,Full-FT,B,59__repeat_4,59,pycuda.autoinit,pycuda,absolute,7
deepseekcoder,Full-FT,B,59__repeat_4,59,pycuda.driver,pycuda,absolute,8
deepseekcoder,Full-FT,B,59__repeat_4,59,pycuda.compiler,pycuda,absolute,9
deepseekcoder,Full-FT,B,59__repeat_5,59,numpy,numpy,absolute,2
deepseekcoder,Full-FT,B,59__repeat_5,59,matplotlib.pyplot,matplotlib,absolute,3
deepseekcoder,Full-FT,B,59__repeat_5,59,time,time,standard_library,4
deepseekcoder,Full-FT,B,59__repeat_5,59,cupy,cupy,absolute,5
deepseekcoder,Full-FT,B,59__repeat_5,59,cupy,cupy,absolute,6
deepseekcoder,Full-FT,B,4381__repeat_1,4381,collectd,collectd,absolute,1
deepseekcoder,Full-FT,B,4381__repeat_1,4381,json,json,standard_library,2
deepseekcoder,Full-FT,B,4381__repeat_1,4381,requests,requests,absolute,3
deepseekcoder,Full-FT,B,4381__repeat_2,4381,collectd,collectd,absolute,1
deepseekcoder,Full-FT,B,4381__repeat_2,4381,requests,requests,absolute,2
deepseekcoder,Full-FT,B,4381__repeat_3,4381,collectd,collectd,absolute,1
deepseekcoder,Full-FT,B,4381__repeat_3,4381,requests,requests,absolute,2
deepseekcoder,Full-FT,B,4381__repeat_3,4381,json,json,standard_library,3
deepseekcoder,Full-FT,B,4381__repeat_4,4381,collectd,collectd,absolute,1
deepseekcoder,Full-FT,B,4381__repeat_4,4381,json,json,standard_library,2
deepseekcoder,Full-FT,B,4381__repeat_4,4381,requests,requests,absolute,3
deepseekcoder,Full-FT,B,4381__repeat_5,4381,collectd,collectd,absolute,1
deepseekcoder,Full-FT,B,4381__repeat_5,4381,requests,requests,absolute,2
deepseekcoder,Full-FT,B,4381__repeat_5,4381,json,json,standard_library,3
deepseekcoder,Full-FT,B,547__repeat_1,547,airflow,airflow,absolute,1
deepseekcoder,Full-FT,B,547__repeat_1,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Full-FT,B,547__repeat_1,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Full-FT,B,547__repeat_1,547,airflow.contrib.kubernetes.kubernetes_secret,airflow,absolute,6
deepseekcoder,Full-FT,B,547__repeat_1,547,airflow.contrib.kubernetes.volume,airflow,absolute,7
deepseekcoder,Full-FT,B,547__repeat_1,547,airflow.contrib.kubernetes.volume_mount,airflow,absolute,8
deepseekcoder,Full-FT,B,547__repeat_2,547,airflow,airflow,absolute,1
deepseekcoder,Full-FT,B,547__repeat_2,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Full-FT,B,547__repeat_2,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Full-FT,B,547__repeat_2,547,airflow.providers.cncf.kubernetes.secrets.env_from_secret,airflow,absolute,4
deepseekcoder,Full-FT,B,547__repeat_3,547,airflow,airflow,absolute,1
deepseekcoder,Full-FT,B,547__repeat_3,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Full-FT,B,547__repeat_3,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Full-FT,B,547__repeat_3,547,airflow.providers.cncf.kubernetes.secrets.env_var,airflow,absolute,4
deepseekcoder,Full-FT,B,547__repeat_4,547,airflow,airflow,absolute,1
deepseekcoder,Full-FT,B,547__repeat_4,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Full-FT,B,547__repeat_4,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Full-FT,B,547__repeat_5,547,airflow,airflow,absolute,1
deepseekcoder,Full-FT,B,547__repeat_5,547,airflow.providers.cncf.kubernetes.operators.kubernetes_pod,airflow,absolute,2
deepseekcoder,Full-FT,B,547__repeat_5,547,airflow.utils.dates,airflow,absolute,3
deepseekcoder,Full-FT,B,4477__repeat_1,4477,heif,heif,absolute,1
deepseekcoder,Full-FT,B,4477__repeat_1,4477,PIL,PIL,absolute,2
deepseekcoder,Full-FT,B,4477__repeat_2,4477,os,os,standard_library,1
deepseekcoder,Full-FT,B,4477__repeat_2,4477,libheif,libheif,absolute,2
deepseekcoder,Full-FT,B,4477__repeat_2,4477,PIL,PIL,absolute,3
deepseekcoder,Full-FT,B,4477__repeat_3,4477,libheif,libheif,absolute,1
deepseekcoder,Full-FT,B,4477__repeat_3,4477,PIL.Image,PIL,absolute,2
deepseekcoder,Full-FT,B,4477__repeat_4,4477,heif,heif,absolute,1
deepseekcoder,Full-FT,B,4477__repeat_4,4477,PIL,PIL,absolute,2
deepseekcoder,Full-FT,B,4477__repeat_4,4477,io,io,standard_library,3
deepseekcoder,Full-FT,B,4477__repeat_5,4477,pyheif,pyheif,absolute,1
deepseekcoder,Full-FT,B,4477__repeat_5,4477,PIL,PIL,absolute,2
deepseekcoder,Full-FT,B,4477__repeat_5,4477,os,os,standard_library,3
deepseekcoder,Full-FT,B,3959__repeat_1,3959,cdktf,cdktf,absolute,1
deepseekcoder,Full-FT,B,3959__repeat_1,3959,cdktf_cdktf_provider_aws,cdktf_cdktf_provider_aws,absolute,2
deepseekcoder,Full-FT,B,3959__repeat_2,3959,cdktf,cdktf,absolute,1
deepseekcoder,Full-FT,B,3959__repeat_2,3959,constructs,constructs,absolute,2
deepseekcoder,Full-FT,B,3959__repeat_2,3959,imports.aws,imports,absolute,3
deepseekcoder,Full-FT,B,3959__repeat_3,3959,cdktf,cdktf,absolute,1
deepseekcoder,Full-FT,B,3959__repeat_3,3959,imports.aws,imports,absolute,2
deepseekcoder,Full-FT,B,3959__repeat_4,3959,cdktf,cdktf,absolute,1
deepseekcoder,Full-FT,B,3959__repeat_4,3959,cdktf_cdktf_provider_aws,cdktf_cdktf_provider_aws,absolute,2
deepseekcoder,Full-FT,B,3959__repeat_5,3959,cdktf,cdktf,absolute,1
deepseekcoder,Full-FT,B,3959__repeat_5,3959,imports.aws,imports,absolute,2
deepseekcoder,Full-FT,B,4699__repeat_1,4699,keystoneauth1.identity,keystoneauth1,absolute,1
deepseekcoder,Full-FT,B,4699__repeat_1,4699,keystoneauth1,keystoneauth1,absolute,2
deepseekcoder,Full-FT,B,4699__repeat_1,4699,os_client_config,os_client_config,absolute,3
deepseekcoder,Full-FT,B,4699__repeat_1,4699,keystoneclient.auth.identity,keystoneclient,absolute,4
deepseekcoder,Full-FT,B,4699__repeat_1,4699,keystoneclient.session,keystoneclient,absolute,5
deepseekcoder,Full-FT,B,4699__repeat_1,4699,keystoneclient.v3,keystoneclient,absolute,6
deepseekcoder,Full-FT,B,4699__repeat_1,4699,keystoneauth1.exceptions.http,keystoneauth1,absolute,7
deepseekcoder,Full-FT,B,4699__repeat_2,4699,keystoneauth1.identity,keystoneauth1,absolute,1
deepseekcoder,Full-FT,B,4699__repeat_2,4699,keystoneauth1,keystoneauth1,absolute,2
deepseekcoder,Full-FT,B,4699__repeat_2,4699,os_client_config,os_client_config,absolute,3
deepseekcoder,Full-FT,B,4699__repeat_2,4699,keystoneauth1,keystoneauth1,absolute,4
deepseekcoder,Full-FT,B,4699__repeat_2,4699,os_client_config,os_client_config,absolute,5
deepseekcoder,Full-FT,B,4699__repeat_2,4699,openstack,openstack,absolute,8
deepseekcoder,Full-FT,B,4699__repeat_3,4699,os,os,standard_library,1
deepseekcoder,Full-FT,B,4699__repeat_3,4699,keystoneauth1.identity,keystoneauth1,absolute,2
deepseekcoder,Full-FT,B,4699__repeat_3,4699,keystoneauth1,keystoneauth1,absolute,3
deepseekcoder,Full-FT,B,4699__repeat_3,4699,osc_lib.i18n,osc_lib,absolute,4
deepseekcoder,Full-FT,B,4699__repeat_3,4699,osc_lib,osc_lib,absolute,5
deepseekcoder,Full-FT,B,4699__repeat_3,4699,osc_lib,osc_lib,absolute,6
deepseekcoder,Full-FT,B,4699__repeat_3,4699,osc_lib.client,osc_lib,absolute,7
deepseekcoder,Full-FT,B,4699__repeat_3,4699,openstack,openstack,absolute,8
deepseekcoder,Full-FT,B,4699__repeat_4,4699,os,os,standard_library,1
deepseekcoder,Full-FT,B,4699__repeat_4,4699,sys,sys,standard_library,2
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1.loading,keystoneauth1,absolute,3
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1.loading,keystoneauth1,absolute,4
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1,keystoneauth1,absolute,5
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1.identity,keystoneauth1,absolute,6
deepseekcoder,Full-FT,B,4699__repeat_4,4699,os_client_config,os_client_config,absolute,7
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1,keystoneauth1,absolute,8
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneclient.v3,keystoneclient,absolute,9
deepseekcoder,Full-FT,B,4699__repeat_4,4699,python_keystoneclient,python_keystoneclient,absolute,10
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1,keystoneauth1,absolute,11
deepseekcoder,Full-FT,B,4699__repeat_4,4699,os_client_config,os_client_config,absolute,12
deepseekcoder,Full-FT,B,4699__repeat_4,4699,os_client_config,os_client_config,absolute,13
deepseekcoder,Full-FT,B,4699__repeat_4,4699,os_client_config,os_client_config,absolute,14
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1.identity,keystoneauth1,absolute,15
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneclient.v3,keystoneclient,absolute,16
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1,keystoneauth1,absolute,17
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1,keystoneauth1,absolute,18
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneclient.auth.identity,keystoneclient,absolute,19
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneclient.v3,keystoneclient,absolute,20
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1,keystoneauth1,absolute,21
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneauth1,keystoneauth1,absolute,22
deepseekcoder,Full-FT,B,4699__repeat_4,4699,keystoneclient.auth.identity,keystoneclient,absolute,23
deepseekcoder,Full-FT,B,4699__repeat_5,4699,os,os,standard_library,1
deepseekcoder,Full-FT,B,4699__repeat_5,4699,keystoneauth1.identity,keystoneauth1,absolute,2
deepseekcoder,Full-FT,B,4699__repeat_5,4699,keystoneauth1,keystoneauth1,absolute,3
deepseekcoder,Full-FT,B,4699__repeat_5,4699,osc_lib.api,osc_lib,absolute,4
deepseekcoder,Full-FT,B,4789__repeat_1,4789,pulumi,pulumi,absolute,1
deepseekcoder,Full-FT,B,4789__repeat_1,4789,pulumi_azure,pulumi_azure,absolute,2
deepseekcoder,Full-FT,B,4789__repeat_2,4789,pulumi,pulumi,absolute,2
deepseekcoder,Full-FT,B,4789__repeat_2,4789,pulumi_azure_native,pulumi_azure_native,absolute,3
deepseekcoder,Full-FT,B,4789__repeat_3,4789,pulumi,pulumi,absolute,1
deepseekcoder,Full-FT,B,4789__repeat_3,4789,pulumi_azure_native,pulumi_azure_native,absolute,2
deepseekcoder,Full-FT,B,4789__repeat_4,4789,pulumi,pulumi,absolute,1
deepseekcoder,Full-FT,B,4789__repeat_4,4789,pulumi_azure_native,pulumi_azure_native,absolute,2
deepseekcoder,Full-FT,B,4789__repeat_5,4789,pulumi,pulumi,absolute,2
deepseekcoder,Full-FT,B,4789__repeat_5,4789,pulumi_azure,pulumi_azure,absolute,3
deepseekcoder,Full-FT,B,562__repeat_1,562,tensorflow,tensorflow,absolute,1
deepseekcoder,Full-FT,B,562__repeat_1,562,tensorflow.keras.models,tensorflow,absolute,2
deepseekcoder,Full-FT,B,562__repeat_1,562,tensorflow.keras.layers,tensorflow,absolute,3
deepseekcoder,Full-FT,B,562__repeat_2,562,tensorflow,tensorflow,absolute,1
deepseekcoder,Full-FT,B,562__repeat_2,562,tensorflow.keras.models,tensorflow,absolute,2
deepseekcoder,Full-FT,B,562__repeat_2,562,tensorflow.keras.layers,tensorflow,absolute,3
deepseekcoder,Full-FT,B,562__repeat_3,562,tensorflow,tensorflow,absolute,1
deepseekcoder,Full-FT,B,562__repeat_3,562,tensorflow.keras.models,tensorflow,absolute,2
deepseekcoder,Full-FT,B,562__repeat_3,562,tensorflow.keras.layers,tensorflow,absolute,3
